3.13982 -0.09938 2.217 -0.913 0.09938 0.000112529 0.0219738 0.546174 1.19314 0.535929 1.27453 0.540056 1.3578 0.558499 1.44301 2.217 -0.913 0 8.13936e-36 0
2.217 -0.913037 2.217 -0.913 0.923 0.000112529 0.0219738 0.252012 0.773577 0.22291 0.725732 0.220049 0.687753 0.243562 0.659913 0.559545 0.199695 0.298 1.17667e-32 0
2.217 -0.913037 2.217 -0.913 0.923 0.000112529 0.0219738 0.252012 0.773577 0.22291 0.725732 0.220049 0.687753 0.243562 0.659913 0.559545 0.199695 0.285 1.17667e-32 0
2.217 -0.913037 2.217 -0.913 0.923 0.000112529 0.0219738 0.252012 0.773577 0.22291 0.725732 0.220049 0.687753 0.243562 0.659913 0.559545 0.199695 0.298 1.17667e-32 0
2.217 -0.913037 2.217 -0.913 0.923 0.559545 0.199695 0.252012 0.773577 0.22291 0.725732 0.220049 0.687753 0.243562 0.659913 0.559545 0.199695 0.283 1.17667e-32 0
2.217 -0.913037 2.217 -0.913 0.923 0.559545 0.199695 0.252012 0.773577 0.22291 0.725732 0.220049 0.687753 0.243562 0.659913 0.559545 0.199695 0.293 1.17667e-32 0
2.24498 -0.907752 2.217 -0.913 0.907752 0.559545 0.199695 0.252012 0.773577 0.22291 0.725732 0.220049 0.687753 0.243562 0.659913 0.542585 0.198539 0.292 1.59144e-32 0
2.24498 -0.907752 2.217 -0.913 0.907752 0.559545 0.199695 0.252012 0.773577 0.22291 0.725732 0.220049 0.687753 0.243562 0.659913 0.542585 0.198539 0.304 1.59144e-32 0
2.27296 -0.897344 2.217 -0.913 0.897344 0.542585 0.198539 0.24772 0.787475 0.212508 0.741995 0.202678 0.706825 0.22146 0.681381 0.494016 0.178228 0.412 1.89927e-15 0
2.27296 -0.897344 2.217 -0.913 0.897344 0.542585 0.198539 0.24772 0.787475 0.212508 0.741995 0.202678 0.706825 0.22146 0.681381 0.494016 0.178228 0.475 1.89927e-15 0
2.30008 -0.887292 2.217 -0.913 0.887292 0.494016 0.178228 0.243458 0.802864 0.201435 0.760189 0.183823 0.72825 0.196612 0.705669 0.427286 0.147304 0.431 1.00691e-15 0
2.30008 -0.887292 2.217 -0.913 0.887292 0.494016 0.178228 0.243458 0.802864 0.201435 0.760189 0.183823 0.72825 0.196612 0.705669 0.427286 0.147304 0.426 4.6141e-16 0
