0 0 3.14 0 0 0 0.6 0.6 0.6 0.6 1 0 4.75 2.37685e-33 0.6 0.6 0.6 
0 0 3.14 0 0 0 0.6 0.6 0.6 0.6 1 0 4.181 2.37685e-33 0.6 0.6 0.6 
0 0 3.14 0 0 0 0.6 0.6 0.6 0.6 1 0 4.185 2.37685e-33 0.6 0.6 0.6 
0 0 3.14 0 0 0 0.6 0.6 0.6 0.6 1 0 4.317 2.37685e-33 0.6 0.6 0.6 
0 0 3.14 0 0 0 0.6 0.6 0.6 0.6 1 0 6.674 2.37685e-33 0.6 0.6 0.6 
0 0 3.14 0 0 0 0.6 0.6 0.6 0.6 1 0 4.426 2.37685e-33 0.6 0.6 0.6 
0 0 3.14 0 0 0 0.6 0.6 0.6 0.6 1 0 4.169 2.37685e-33 0.6 0.6 0.6 
2.02493 -0.714011 3.14 0 1 -0.099777 0.6 0.6 0.6 0.6 1 0.519984 4.74 7.88684e-31 0.6 0.6 0.6 
2.02493 -0.714011 3.14 0 1 -0.099777 0.6 0.6 0.6 0.6 1 0.519984 4.771 7.88684e-31 0.6 0.6 0.6 
2.07493 -0.711075 3.14 0 1 0.058713 0.6 0.6 0.6 0.6 1 0.517846 4.739 3.68378e-30 0.6 0.6 0.6 
2.12493 -0.686125 3.14 0 1 0.498996 0.6 0.6 0.6 0.6 1 0.499676 5.539 1.27342e-32 0.6 0.6 0.6 
2.12493 -0.686125 3.14 0 1 0.498996 0.6 0.6 0.6 0.6 1 0.499676 4.709 1.27342e-32 0.6 0.6 0.6 
2.17493 -0.660024 3.14 0 0.99999 0.522038 0.6 0.6 0.6 0.6 1 0.480667 4.667 9.05689e-31 0.6 0.6 0.6 
2.22493 -0.634963 3.14 0 1 0.501218 0.6 0.6 0.6 0.6 1 0.462416 5.334 1.23995e-30 0.6 0.6 0.6 
2.22493 -0.634963 3.14 0 1 0.501218 0.6 0.6 0.6 0.6 1 0.462416 5.283 1.23995e-30 0.6 0.6 0.6 
2.27493 -0.60995 3.14 0 1.00001 0.500246 0.6 0.6 0.6 0.6 1 0.444201 5.47 3.37894e-32 0.6 0.6 0.6 
2.32493 -0.58669 3.14 0 0.999994 0.465202 0.6 0.6 0.6 0.6 1 0.427262 5.263 8.34914e-31 0.6 0.6 0.6 
2.37493 -0.563514 3.14 0 1 0.463527 0.6 0.6 0.6 0.6 1 0.410383 5.447 2.37404e-29 0.6 0.6 0.6 
2.42493 -0.541183 3.14 0 1.00001 0.446613 0.6 0.6 0.6 0.6 1 0.394121 5.168 2.41723e-32 0.6 0.6 0.6 
2.42493 -0.541183 3.14 0 1.00001 0.446613 0.6 0.6 0.6 0.6 1 0.394121 5.025 2.41723e-32 0.6 0.6 0.6 
2.47493 -0.519691 3.14 0 0.999999 0.42985 0.6 0.6 0.6 0.6 1 0.378469 5.558 5.93736e-31 0.6 0.6 0.6 
2.52493 -0.499801 3.14 0 1 0.397797 0.6 0.6 0.6 0.6 0.950135 0.363984 2.343 1.07184e-29 0.6 0.6 0.6 
2.57493 -0.479984 3.14 0 0.999999 0.396338 0.6 0.6 0.6 0.6 0.872897 0.349552 2.313 1.90751e-30 0.6 0.6 0.6 
2.57493 -0.479984 3.14 0 0.999999 0.396338 0.6 0.6 0.6 0.6 0.872897 0.349552 2.313 1.90751e-30 0.6 0.6 0.6 
2.62493 -0.460891 3.14 0 1.00001 0.381862 0.6 0.6 0.6 0.6 0.795658 0.335647 2.296 9.10735e-34 0.6 0.6 0.6 
2.66857 -0.442036 3.14 0 0.872893 0.3771 0.6 0.6 0.6 0.6 0.728238 0.321916 2.312 2.46108e-33 0.6 0.6 0.6 
2.66857 -0.442036 3.14 0 0.872893 0.3771 0.6 0.6 0.6 0.6 0.728238 0.321916 2.36 2.46108e-33 0.6 0.6 0.6 
