3.13982 -0.0996045 0.9 1.8 0.0996045 0.000110506 0.0220234 0.546165 1.19314 0.535897 1.27451 0.540003 1.35777 0.558424 1.44297 0.9 1.8 0 1.30737e-35 0
0.9 1.79994 0.9 1.8 2.24 0.000110506 0.0220234 0.762391 0.291072 0.663442 0.3403 0.564688 0.403221 0.466095 0.476424 1 -4.59874 0.766 2.26829e-31 0
0.9 1.79994 0.9 1.8 2.24 0.000110506 0.0220234 0.762391 0.291072 0.663442 0.3403 0.564688 0.403221 0.466095 0.476424 1 -4.59874 0.801 4.68028e-32 0
0.9 1.79994 0.9 1.8 2.24 0.000110506 0.0220234 0.762391 0.291072 0.663442 0.3403 0.564688 0.403221 0.466095 0.476424 1 -4.59874 0.798 4.68028e-32 0
0.9 1.79994 0.9 1.8 2.24 1 -4.59874 0.762391 0.291072 0.663442 0.3403 0.564688 0.403221 0.466095 0.476424 1 -4.59874 0.812 4.68028e-32 0
0.9 1.79994 0.9 1.8 2.24 1 -4.59874 0.762391 0.291072 0.663442 0.3403 0.564688 0.403221 0.466095 0.476424 1 -4.59874 0.838 4.68028e-32 0
0.95 1.56888 0.9 1.8 2.19 1 -4.59874 0.762391 0.291072 0.663442 0.3403 0.564688 0.403221 0.466095 0.476424 1 -0.343137 0.773 8.20386e-32 0
0.95 1.56888 0.9 1.8 2.19 1 -4.59874 0.762391 0.291072 0.663442 0.3403 0.564688 0.403221 0.466095 0.476424 1 -0.343137 0.687 8.20386e-32 0
1 1.33929 0.9 1.8 2.14 1 -0.343137 0.740904 0.288816 0.646524 0.328114 0.553804 0.38366 0.464081 0.450352 1 -0.292924 0.684 9.09917e-33 0
1 1.33929 0.9 1.8 2.14 1 -0.343137 0.740904 0.288816 0.646524 0.328114 0.553804 0.38366 0.464081 0.450352 1 -0.292924 0.745 9.09917e-33 0
1.05 1.31692 0.9 1.8 2.09 1 -0.292924 0.720432 0.288483 0.634757 0.316982 0.553892 0.363673 0.477957 0.424454 1 -0.288031 0.922 1.14912e-31 0
1.05 1.31692 0.9 1.8 2.09 1 -0.292924 0.720432 0.288483 0.634757 0.316982 0.553892 0.363673 0.477957 0.424454 1 -0.288031 0.505 1.14912e-31 0
1.1 1.30245 0.9 1.8 2.04 1 -0.288031 0.696601 0.300754 0.609787 0.335888 0.527604 0.3873 0.450349 0.451321 1 -0.284866 0.495 2.0885e-32 0
1.1 1.30245 0.9 1.8 2.04 1 -0.288031 0.696601 0.300754 0.609787 0.335888 0.527604 0.3873 0.450349 0.451321 1 -0.284866 0.644 2.0885e-32 0
1.1 1.30245 0.9 1.8 2.04 1 -0.288031 0.696601 0.300754 0.609787 0.335888 0.527604 0.3873 0.450349 0.451321 1 -0.284866 0.498 2.0885e-32 0
1.15 1.28797 0.9 1.8 1.99 1 -0.284866 0.670661 0.316277 0.582539 0.358237 0.498431 0.414868 0.419307 0.482169 1 -0.281699 0.459 5.76691e-32 0
1.15 1.28797 0.9 1.8 1.99 1 -0.284866 0.670661 0.316277 0.582539 0.358237 0.498431 0.414868 0.419307 0.482169 1 -0.281699 0.495 5.76691e-32 0
1.2 1.27364 0.9 1.8 1.94 1 -0.284866 0.645156 0.332774 0.555749 0.381152 0.469698 0.442273 0.388488 0.512917 1 -0.278565 0.545 7.74878e-32 0
1.25 1.25933 0.9 1.8 1.89 1 -0.281699 0.619587 0.351255 0.528602 0.40504 0.440906 0.470375 0.357426 0.543997 1 -0.275433 0.494 2.13159e-32 0
1.25 1.25933 0.9 1.8 1.89 1 -0.281699 0.619587 0.351255 0.528602 0.40504 0.440906 0.470375 0.357426 0.543997 1 -0.275433 0.472 2.13159e-32 0
1.3 1.24517 0.9 1.8 1.84 1 -0.275433 0.594023 0.370931 0.50145 0.430009 0.412163 0.499016 0.326402 0.575022 1 -0.272337 0.463 1.89282e-31 0
1.3 1.24517 0.9 1.8 1.84 1 -0.275433 0.594023 0.370931 0.50145 0.430009 0.412163 0.499016 0.326402 0.575022 1 -0.272337 0.417 1.89282e-31 0
1.35 1.23132 0.9 1.8 1.79 1 -0.272337 0.56854 0.392125 0.474423 0.455383 0.383298 0.528077 0.29555 0.606131 1 -0.269308 0.472 4.58012e-32 0
1.4 1.21763 0.9 1.8 1.74 1 -0.272337 0.543069 0.414644 0.447632 0.48155 0.354478 0.557189 0.26498 0.637384 1 -0.266941 0.445 4.77373e-16 0
1.4 1.21763 0.9 1.8 1.74 1 -0.272337 0.543069 0.414644 0.447632 0.48155 0.354478 0.557189 0.26498 0.637384 1 -0.266941 0.458 7.71501e-16 0
1.45 1.20395 0.9 1.8 1.69 1 -0.266941 0.517571 0.437669 0.421143 0.508335 0.326108 0.586431 0.234453 0.668686 0.892519 -0.269099 0.563 1.09979e-15 0
1.45 1.20395 0.9 1.8 1.69 1 -0.266941 0.517571 0.437669 0.421143 0.508335 0.326108 0.586431 0.234453 0.668686 0.892519 -0.269099 0.711 1.05371e-15 0
1.5 1.19054 0.9 1.8 1.64 0.892519 -0.269099 0.492418 0.46154 0.39472 0.535532 0.298441 0.615814 0.204445 0.699953 0.754774 -0.277004 0.707 4.62871e-15 0
1.5 1.19054 0.9 1.8 1.64 0.892519 -0.269099 0.492418 0.46154 0.39472 0.535532 0.298441 0.615814 0.204445 0.699953 0.754774 -0.277004 0.737 1.64616e-14 0
1.54463 1.17772 0.9 1.8 1.59537 0.754774 -0.277004 0.467625 0.485963 0.368982 0.562707 0.271087 0.645299 0.175064 0.731181 0.613397 -0.290122 0.542 1.59327e-14 0
1.54463 1.17772 0.9 1.8 1.59537 0.754774 -0.277004 0.467625 0.485963 0.368982 0.562707 0.271087 0.645299 0.175064 0.731181 0.613397 -0.290122 0.548 3.6346e-15 0
1.58236 1.16467 0.9 1.8 1.55764 0.613397 -0.290122 0.445746 0.508245 0.346628 0.587206 0.247642 0.671605 0.149812 0.75888 0.470395 -0.307711 0.579 1.89487e-14 0
1.58236 1.16467 0.9 1.8 1.55764 0.613397 -0.290122 0.445746 0.508245 0.346628 0.587206 0.247642 0.671605 0.149812 0.75888 0.470395 -0.307711 0.678 3.36474e-15 0
1.61303 1.15099 0.9 1.8 1.52697 0.470395 -0.307711 0.427642 0.527182 0.328181 0.607811 0.228842 0.693503 0.129758 0.781648 0.310669 -0.329655 0.625 3.92161e-14 0
1.61303 1.15099 0.9 1.8 1.52697 0.470395 -0.307711 0.427642 0.527182 0.328181 0.607811 0.228842 0.693503 0.129758 0.781648 0.310669 -0.329655 0.598 2.13588e-14 0
1.63655 1.13647 0.9 1.8 1.50345 0.310669 -0.329655 0.413018 0.542465 0.31346 0.624354 0.213965 0.710888 0.11465 0.7996 0.103353 -0.35748 0.614 8.50974e-15 0
1.63655 1.13647 0.9 1.8 1.50345 0.310669 -0.329655 0.413018 0.542465 0.31346 0.624354 0.213965 0.710888 0.11465 0.7996 0.103353 -0.35748 0.561 2.10685e-14 0
1.65209 1.121 0.9 1.8 1.48791 0.103353 -0.35748 0.401992 0.554174 0.302296 0.636749 0.202767 0.72369 0.103374 0.812733 -0.180656 -0.395055 0.507 2.66371e-14 0
1.65209 1.121 0.9 1.8 1.48791 0.103353 -0.35748 0.401992 0.554174 0.302296 0.636749 0.202767 0.72369 0.103374 0.812733 -0.180656 -0.395055 0.54 7.42419e-15 0
1.65726 1.10447 0.9 1.8 1.48274 -0.180656 -0.395055 0.394816 0.561803 0.295073 0.644496 0.195522 0.731477 0.0961081 0.82053 -0.248838 -0.419701 0.521 1.5262e-14 0
1.65726 1.10447 0.9 1.8 1.48274 -0.180656 -0.395055 0.394816 0.561803 0.295073 0.644496 0.195522 0.731477 0.0961081 0.82053 -0.248838 -0.419701 0.576 8.84397e-15 0
1.64822 1.08659 0.9 1.8 1.49178 -0.248838 -0.419701 0.392456 0.564081 0.292779 0.646201 0.193257 0.732776 0.0939431 0.821432 -0.0270632 -0.407245 0.572 1.12376e-14 0
1.64822 1.08659 0.9 1.8 1.49178 -0.248838 -0.419701 0.392456 0.564081 0.292779 0.646201 0.193257 0.732776 0.0939431 0.821432 -0.0270632 -0.407245 0.515 7.63817e-15 0
1.63578 1.06597 0.9 1.8 1.50422 -0.0270632 -0.407245 0.396722 0.559003 0.297209 0.63958 0.197917 0.725011 0.098912 0.812797 0.221317 -0.381122 0.647 3.73167e-15 0
1.63578 1.06597 0.9 1.8 1.50422 -0.0270632 -0.407245 0.396722 0.559003 0.297209 0.63958 0.197917 0.725011 0.098912 0.812797 0.221317 -0.381122 0.506 9.47086e-15 0
1.63443 1.04403 0.9 1.8 1.50557 0.221317 -0.381122 0.402714 0.5516 0.303659 0.630414 0.20488 0.714362 0.107012 0.800938 0.272413 -0.378289 0.575 2.13204e-14 0
1.63443 1.04403 0.9 1.8 1.50557 0.221317 -0.381122 0.402714 0.5516 0.303659 0.630414 0.20488 0.714362 0.107012 0.800938 0.272413 -0.378289 0.697 2.73769e-15 0
1.64549 1.02336 0.9 1.8 1.49451 0.272413 -0.378289 0.403669 0.549814 0.305055 0.62746 0.206677 0.710323 0.110078 0.795956 0.204517 -0.396422 0.589 8.08021e-15 0
1.64549 1.02336 0.9 1.8 1.49451 0.272413 -0.378289 0.403669 0.549814 0.305055 0.62746 0.206677 0.710323 0.110078 0.795956 0.204517 -0.396422 0.903 9.36331e-15 0
1.65911 1.00428 0.9 1.8 1.48089 0.204517 -0.396422 0.398622 0.554871 0.300143 0.632103 0.201946 0.714532 0.105646 0.799775 0.0351336 -0.43519 0.952 9.55774e-15 0
1.65911 1.00428 0.9 1.8 1.48089 0.204517 -0.396422 0.398622 0.554871 0.300143 0.632103 0.201946 0.714532 0.105646 0.799775 0.0351336 -0.43519 0.555 7.75069e-15 0
1.66934 0.985052 0.9 1.8 1.47066 0.0351336 -0.43519 0.39222 0.561572 0.293766 0.63861 0.195642 0.720798 0.0993964 0.805814 -0.0825673 -0.466457 0.526 1.29534e-14 0
1.66934 0.985052 0.9 1.8 1.47066 0.0351336 -0.43519 0.39222 0.561572 0.293766 0.63861 0.195642 0.720798 0.0993964 0.805814 -0.0825673 -0.466457 0.579 5.68118e-15 0
1.6711 0.964594 0.9 1.8 1.4689 -0.0825673 -0.466457 0.387506 0.566409 0.289172 0.643037 0.191232 0.724793 0.0953144 0.809433 -0.0280433 -0.460266 0.564 3.09366e-15 0
1.6711 0.964594 0.9 1.8 1.4689 -0.0825673 -0.466457 0.387506 0.566409 0.289172 0.643037 0.191232 0.724793 0.0953144 0.809433 -0.0280433 -0.460266 0.557 6.62148e-15 0
